temperature,humidity,wind_speed,pressure,cloud_cover,rain
0.3,11,36.4,983.0,62,0
-3.9,29,46.8,999.0,24,0
38.2,21,13.1,1026.4,50,0
17.6,31,25.6,1046.5,42,0
-4.4,84,0.8,950.7,13,0
8.8,42,28.8,957.9,85,0
34.8,94,34.8,1025.5,97,1
43.3,95,1.4,1032.3,68,1
34.3,16,44.8,1011.7,41,0
29.5,27,32.2,1006.9,50,0
1.1,49,18.3,990.6,5,0
26.0,62,5.8,951.8,59,0
31.7,57,41.5,1008.6,85,0
10.9,17,39.6,987.5,35,0
-0.1,56,24.4,1029.1,49,0
24.6,11,45.8,1036.2,99,0
34.5,88,15.1,951.9,49,0
13.6,50,31.7,980.7,91,0
21.6,18,26.0,1048.7,78,0
36.2,49,35.4,1028.8,7,0
39.0,15,3.9,982.9,10,0
6.6,78,49.9,1007.9,88,0
41.2,15,13.6,1020.6,80,0
22.9,53,22.5,965.8,63,0
36.1,39,11.4,1025.5,38,0
6.5,35,25.2,978.4,55,0
30.7,25,1.4,998.1,68,0
15.3,35,2.1,992.1,93,0
31.2,20,21.9,955.7,98,0
-7.7,74,22.3,1008.4,14,0
7.5,92,6.0,1026.8,67,1
24.4,55,10.4,988.6,39,0
43.5,59,25.0,1019.9,25,0
-2.3,13,11.2,1023.8,90,0
6.2,71,9.8,954.3,47,0
5.3,30,25.4,950.8,62,0
7.7,14,39.7,1038.1,12,0
-9.1,57,29.0,983.5,84,0
18.6,59,7.2,1040.3,58,0
-9.6,86,39.3,972.5,97,1
-1.3,91,26.6,1006.4,7,0
10.0,34,19.1,969.2,24,0
11.1,35,33.8,952.2,63,0
4.2,63,15.4,974.3,61,0
1.3,50,40.3,1026.9,6,0
-7.5,56,28.3,1026.7,68,0
27.3,39,31.1,1016.9,85,0
43.8,66,20.7,967.4,86,0
5.8,81,26.5,991.6,81,1
14.1,81,36.7,954.4,57,1
-8.3,66,3.0,998.5,2,0
5.0,19,11.4,988.0,89,0
36.5,88,36.5,1022.1,9,0
21.8,21,17.6,1043.6,90,0
40.9,65,34.3,1000.4,67,0
-6.8,92,34.9,1030.0,89,1
6.0,39,49.8,1024.7,16,0
26.3,88,10.1,992.2,65,1
10.4,67,33.9,1040.2,97,0
4.0,46,24.6,996.7,35,0
5.6,61,32.7,969.5,11,0
18.7,45,39.4,1015.5,76,0
28.2,99,30.3,1037.5,25,0
-4.6,88,9.5,1032.0,56,0
0.5,40,30.6,997.4,54,0
33.6,59,49.8,998.8,28,0
15.5,69,27.5,962.3,24,0
12.6,62,11.5,983.2,12,0
30.8,38,20.5,1018.9,100,0
1.0,22,43.1,1004.9,96,0
17.5,81,29.7,1046.3,26,0
36.5,77,18.6,995.1,4,0
4.5,97,2.1,977.4,99,1
-6.5,64,7.3,974.4,92,0
-9.3,37,20.2,952.3,22,0
39.3,88,20.6,999.5,38,0
-9.2,97,10.8,977.3,73,1
19.7,79,37.4,1032.0,24,0
33.6,27,20.0,1004.3,14,0
40.9,36,8.1,982.5,50,0
-2.2,17,18.4,1048.7,40,0
3.3,21,46.9,1015.2,35,0
12.1,82,20.8,1012.7,85,1
11.2,44,38.2,953.5,95,0
39.1,91,43.7,982.0,87,1
24.5,75,46.7,954.5,22,0
-9.2,33,8.9,1021.1,61,0
2.1,57,7.1,989.2,65,0
-3.0,60,31.5,983.5,37,0
2.5,66,22.2,952.4,57,0
-9.2,95,13.0,1027.3,86,1
32.6,65,4.9,999.2,3,0
43.5,82,3.2,990.5,39,0
42.2,66,6.9,1042.6,80,0
7.2,75,31.9,958.7,24,1
2.1,73,10.3,973.9,60,1
25.5,93,27.9,1035.3,47,0
-2.9,23,18.5,982.0,71,0
19.5,44,30.9,1022.1,3,0
2.0,93,49.2,1006.3,69,1
2.0,90,49.4,1027.5,34,0
-8.7,46,28.6,1033.8,31,0
9.2,42,40.6,1044.0,9,0
0.7,76,36.3,973.0,95,1
-4.1,99,49.7,1036.0,92,1
34.0,52,29.1,964.9,48,0
22.8,78,40.9,980.4,5,0
1.2,25,44.8,966.0,42,0
35.0,58,27.0,1014.8,38,0
-3.2,58,29.3,961.9,85,0
0.9,30,9.1,973.9,69,0
-6.3,43,9.1,1032.7,72,0
18.6,80,30.2,1041.2,3,0
25.3,41,3.3,1047.3,84,0
6.7,57,25.4,955.4,64,0
34.8,96,37.2,1022.2,3,0
10.3,13,35.7,1028.8,40,0
10.6,81,27.8,977.3,13,1
14.5,80,42.5,971.1,55,1
20.9,97,14.4,951.9,82,1
15.0,63,3.0,959.2,68,0
-4.2,48,26.7,973.8,71,0
-7.8,65,3.8,997.6,85,0
33.4,16,22.4,992.0,23,0
3.6,87,1.1,1001.5,78,1
-2.0,52,18.2,995.0,3,0
23.2,81,47.4,1029.0,55,0
23.0,74,27.5,1007.7,94,0
11.3,69,10.8,1033.6,24,0
42.1,94,38.8,1045.9,63,1
37.8,43,31.3,960.2,10,0
24.9,13,19.0,1043.4,94,0
23.8,19,40.5,971.0,21,0
32.6,17,13.6,970.0,24,0
31.9,100,9.4,1044.8,19,0
-6.1,99,39.0,1040.9,97,1
-4.3,30,4.6,997.5,28,0
11.6,94,8.7,1040.9,58,0
12.6,90,1.9,1045.6,65,1
-7.8,11,7.7,1021.0,29,0
-6.2,91,10.2,969.1,37,1
6.3,10,16.7,1012.3,85,0
-0.6,47,6.1,1022.2,99,0
10.8,96,20.1,961.4,55,1
-9.6,59,13.3,1041.8,35,0
14.2,25,30.6,1022.3,34,0
-8.6,80,32.1,995.3,77,1
36.1,36,26.1,952.9,77,0
33.9,61,1.4,999.2,27,0
32.5,37,24.6,1010.9,94,0
35.5,43,25.1,1009.6,63,0
-8.2,89,6.2,1008.4,49,0
32.1,13,30.8,1004.7,91,0
16.6,53,30.1,1011.8,64,0
4.2,77,28.8,985.7,61,1
5.1,10,37.4,976.5,4,0
4.5,21,41.0,1002.7,50,0
-3.3,67,34.6,990.7,54,0
1.3,36,42.2,955.4,27,0
-0.3,98,22.6,952.9,69,1
-0.9,19,8.5,968.0,10,0
-5.3,38,4.2,1004.7,37,0
-10.0,95,10.8,1009.0,13,0
1.2,92,48.7,964.6,49,1
42.9,14,37.5,1026.8,38,0
-9.5,56,48.7,1031.2,43,0
40.1,53,30.6,1004.2,14,0
1.8,50,38.0,963.0,18,0
-2.6,91,30.1,1041.9,34,0
35.2,54,20.0,976.6,30,0
23.7,39,21.1,1023.6,64,0
10.7,29,33.1,982.5,100,0
42.5,100,39.4,1036.5,24,0
14.1,42,42.2,974.8,25,0
1.7,23,40.3,985.8,50,0
20.4,16,44.4,967.4,70,0
33.3,66,1.4,955.9,10,0
6.8,90,25.0,997.1,41,1
12.5,99,37.7,962.4,45,1
-2.9,50,5.7,1026.0,65,0
-1.4,31,4.3,1038.4,99,0
28.0,97,39.9,1010.4,40,0
43.8,49,14.6,1046.1,40,0
16.3,30,44.9,954.1,94,0
-8.4,23,9.1,958.0,64,0
28.9,35,5.1,993.8,61,0
6.5,10,9.9,1014.8,2,0
5.8,13,27.3,1026.7,36,0
31.5,16,20.6,1022.8,87,0
-5.4,98,11.4,1028.2,98,1
28.7,48,30.4,997.0,7,0
10.0,34,19.3,975.7,88,0
6.5,14,7.8,987.9,30,0
13.4,63,42.2,989.4,52,0
31.3,55,9.6,1011.3,64,0
40.3,32,28.2,1038.3,99,0
-8.2,92,13.9,1013.1,26,0
-8.0,29,5.9,1049.5,38,0
17.6,24,4.2,972.5,20,0
-2.0,63,17.9,965.7,80,0
0.6,57,14.3,975.9,18,0
17.0,91,45.7,975.1,26,1
-3.2,65,26.4,965.3,54,0
0.8,67,37.0,965.2,8,0
20.8,94,37.9,970.1,42,0
12.1,40,22.7,1009.5,41,0
30.9,73,43.6,953.4,7,0
31.3,59,35.5,1036.0,28,0
31.4,87,37.9,986.9,49,0
42.0,14,38.7,1015.2,91,0
42.2,67,36.4,982.8,37,0
1.6,32,29.5,1041.7,86,0
38.2,22,45.1,967.2,27,0
9.3,34,23.7,975.5,94,0
-9.4,99,3.8,1049.9,34,0
16.0,44,40.1,972.2,77,0
11.9,70,12.5,1048.2,6,0
26.9,79,26.6,1045.9,44,0
-0.8,51,21.8,1050.0,93,0
3.7,47,27.7,981.5,6,0
35.4,35,15.6,1032.4,77,0
17.2,51,12.1,1023.7,80,0
44.7,14,7.9,950.6,84,0
31.9,51,42.6,995.5,26,0
36.8,28,31.1,958.5,16,0
-6.4,15,39.3,996.9,32,0
17.4,76,24.3,997.6,29,1
15.6,83,39.1,952.9,50,1
38.7,81,25.1,953.9,4,0
20.1,72,4.8,1005.7,85,0
16.6,54,9.3,1031.7,60,0
8.5,22,44.9,1001.6,6,0
-3.6,48,27.5,1021.1,11,0
16.5,16,49.0,959.4,14,0
25.2,43,4.2,972.1,18,0
14.7,88,31.9,976.4,4,1
32.8,98,10.9,1046.3,2,0
33.4,48,8.2,1046.4,30,0
-3.6,50,21.8,994.1,64,0
14.0,53,16.6,977.3,60,0
21.4,87,32.9,986.2,47,0
27.0,87,25.5,951.8,11,0
35.0,42,33.2,1016.9,17,0
-9.1,44,2.4,1029.9,71,0
31.7,57,11.2,1034.7,77,0
-1.8,38,42.5,1026.6,81,0
-8.0,46,23.7,1006.5,81,0
2.4,37,42.8,985.0,65,0
8.2,35,16.5,1047.0,47,0
-0.1,62,30.4,975.1,54,0
39.3,81,19.4,996.4,59,0
17.1,49,42.4,1032.0,2,0
14.6,49,9.5,1016.6,37,0
-7.4,29,32.6,1048.1,20,0
13.6,89,47.0,1006.9,9,0
-0.2,17,14.6,1048.2,47,0
28.2,63,11.1,952.3,100,0
-3.3,56,43.4,1046.1,15,0
44.7,73,41.7,962.4,93,0
43.1,56,32.7,1001.4,67,0
18.0,53,3.7,1006.9,64,0
11.8,71,49.1,1032.1,31,0
29.4,77,20.0,1011.9,98,0
28.4,23,13.2,1000.5,8,0
33.8,49,29.3,1024.1,10,0
9.3,63,6.8,988.0,42,0
38.2,66,38.0,1004.2,18,0
14.4,91,48.1,963.3,42,1
18.1,94,32.9,1044.3,71,1
-3.1,83,13.0,983.3,48,0
6.0,32,31.7,969.2,48,0
30.2,35,3.7,999.0,61,0
24.3,29,48.6,1020.7,86,0
-3.5,67,24.3,976.4,45,0
25.8,89,4.9,1012.2,1,0
24.9,95,39.2,965.7,63,1
23.6,10,38.1,985.1,49,0
-7.8,12,24.2,1047.9,15,0
37.1,77,33.2,993.5,59,0
-9.4,17,3.7,1003.9,78,0
17.4,50,8.9,1034.1,46,0
28.5,97,0.8,951.4,19,0
-9.2,42,47.4,1009.5,18,0
-5.8,65,20.7,1030.5,17,0
1.9,30,48.5,999.7,93,0
25.8,98,8.8,1018.5,11,0
26.4,33,15.5,1033.6,98,0
29.5,24,16.2,1012.0,96,0
7.4,28,30.1,1040.9,70,0
12.1,95,3.0,1020.8,35,0
21.9,77,3.4,1014.7,43,0
44.3,65,9.0,1002.7,65,0
12.2,98,41.1,1009.9,21,0
14.1,44,44.9,1007.6,61,0
40.2,51,49.9,1001.4,98,0
12.0,69,14.4,965.4,30,0
4.6,81,45.9,1009.2,94,1
28.3,63,15.0,991.9,22,0
-4.3,88,35.2,1021.6,83,1
38.8,87,46.1,1042.9,80,1
36.0,100,27.3,998.3,78,1
-0.8,39,39.5,979.4,91,0
38.7,65,18.2,970.0,65,0
8.8,63,21.1,953.9,7,0
19.8,45,45.3,984.0,9,0
35.7,54,29.5,1006.8,14,0
41.1,97,35.2,1021.2,74,1
5.1,41,32.3,1003.3,51,0
0.3,35,27.9,1019.6,50,0
27.9,62,32.2,978.3,80,0
33.7,79,40.4,1028.9,39,0
7.8,34,23.5,982.9,47,0
40.5,33,30.5,1033.4,36,0
18.7,73,23.4,1043.9,58,0
40.9,37,11.1,983.6,88,0
40.9,76,25.4,950.6,23,0
12.1,12,37.2,1020.8,50,0
42.5,26,10.9,991.1,8,0
13.2,75,4.2,1045.9,78,0
44.5,23,19.1,953.6,66,0
2.4,96,29.3,990.8,91,1
6.6,81,36.3,951.6,81,1
23.9,35,30.0,992.5,54,0
17.7,24,22.2,980.1,65,0
23.6,15,16.7,994.6,40,0
37.3,30,1.2,952.8,73,0
31.3,89,24.1,989.9,82,1
16.1,64,35.7,958.1,73,0
-5.1,28,23.9,1028.1,81,0
32.2,44,49.9,1034.5,27,0
15.5,72,41.0,1020.0,8,0
4.3,47,42.8,1000.7,18,0
34.5,41,30.1,982.7,59,0
36.4,12,38.6,990.0,74,0
24.2,38,5.3,1015.2,7,0
22.6,55,42.9,1035.2,14,0
25.4,80,46.0,977.0,44,0
26.4,13,45.1,1041.9,37,0
12.6,97,18.3,1029.9,60,0
7.0,85,48.7,985.7,32,1
37.9,37,17.5,991.6,99,0
28.9,60,49.7,953.4,31,0
37.2,35,36.2,1049.6,63,0
38.4,75,9.2,1046.3,13,0
34.4,56,34.7,1008.3,31,0
8.0,18,47.3,1014.7,79,0
38.8,17,1.3,972.3,45,0
5.6,85,30.1,981.0,54,1
32.3,71,40.8,985.1,11,0
9.7,19,33.1,1002.1,70,0
41.3,31,20.6,1018.6,9,0
17.0,83,16.7,1014.8,12,0
31.1,59,27.9,986.9,99,0
33.0,95,48.3,981.4,94,1
40.4,53,25.4,991.5,84,0
25.4,63,25.0,988.1,51,0
12.7,17,7.8,995.2,58,0
20.2,73,26.5,1005.5,53,0
-6.8,76,45.5,965.1,85,1
26.1,87,22.8,1029.4,73,1
40.8,41,31.0,997.0,15,0
-1.0,40,3.4,971.4,68,0
1.2,12,9.2,1035.9,74,0
24.3,93,2.6,997.1,54,0
38.5,25,4.6,1043.3,82,0
27.1,40,48.9,1006.4,40,0
27.0,60,49.3,984.9,12,0
-0.1,40,39.5,1038.1,65,0
43.8,18,17.0,956.9,86,0
1.8,26,45.7,1038.1,87,0
0.9,22,18.9,1001.7,18,0
31.6,98,10.8,966.9,44,0
4.9,35,9.2,961.6,70,0
23.9,74,4.6,1028.5,46,0
20.3,68,22.8,1005.9,36,0
35.2,26,11.5,966.6,88,0
10.5,43,34.4,1039.2,26,0
38.9,39,43.0,1048.6,75,0
6.5,56,31.8,1009.5,51,0
34.2,34,35.5,1010.6,87,0
40.3,96,12.1,1004.0,96,1
-9.0,64,10.0,996.2,100,0
38.6,95,45.9,985.7,0,0
4.3,46,16.5,1023.4,52,0
8.3,91,4.8,1023.9,95,1
-7.7,81,38.1,1005.7,16,0
26.6,95,7.8,1023.4,29,0
0.1,73,15.0,967.8,29,1
30.6,99,22.6,970.4,93,1
15.0,27,21.8,956.2,78,0
-7.0,93,4.1,1012.1,93,1
1.9,70,15.9,989.6,65,0
-1.8,51,22.9,1020.7,66,0
42.1,99,34.7,999.4,87,1
44.2,98,44.9,988.5,2,0
38.2,55,33.5,984.0,51,0
39.9,14,33.7,1036.7,4,0
2.6,98,22.6,1039.6,15,0
14.3,33,41.4,989.0,59,0
26.4,43,48.3,1006.1,57,0
14.3,66,4.2,1018.3,22,0
6.9,89,19.6,1000.6,58,0
9.2,54,2.9,964.7,7,0
29.9,84,32.1,1047.2,17,0
-0.9,44,36.4,981.5,63,0
32.5,48,26.8,974.9,92,0
36.3,81,21.6,1029.8,91,1
3.8,19,6.0,954.8,45,0
26.8,43,15.8,995.0,72,0
42.4,41,40.5,993.4,71,0
29.3,49,17.3,998.2,57,0
37.8,75,10.1,964.1,45,0
23.1,54,49.8,962.8,90,0
7.7,25,18.4,1038.9,91,0
-8.3,46,13.0,1027.8,73,0
16.9,96,6.3,1016.5,9,0
5.1,44,28.5,1002.3,11,0
18.0,96,22.1,992.9,78,1
-6.7,50,43.8,996.1,52,0
24.9,22,33.5,1002.0,16,0
8.3,89,14.8,970.6,86,1
11.7,25,32.4,1032.4,19,0
14.3,80,9.2,958.2,25,0
3.3,32,17.4,950.3,65,0
0.2,74,33.6,963.1,41,1
25.5,46,18.4,977.0,82,0
18.0,62,16.1,1001.5,93,0
-9.5,66,1.8,1046.8,59,0
8.7,98,16.3,961.6,80,1
-2.9,97,12.6,986.8,28,0
42.7,59,20.7,1011.6,67,0
18.2,96,29.9,959.5,90,1
26.1,42,39.6,1023.7,50,0
30.4,66,21.4,1012.2,56,0
26.8,84,21.6,1001.8,54,0
42.3,84,15.4,965.6,21,0
25.3,98,12.0,955.8,63,1
2.4,46,23.3,960.2,17,0
44.5,85,18.8,989.3,75,1
11.5,56,25.9,970.2,24,0
37.3,17,22.8,1010.8,0,0
1.4,36,3.3,997.2,16,0
1.4,12,25.1,1026.8,52,0
38.4,71,2.4,1017.7,48,0
25.6,74,47.1,1033.6,4,0
1.4,33,36.8,975.2,43,0
37.8,93,11.3,972.8,98,1
-9.8,81,7.1,952.9,38,0
2.1,12,21.8,1041.9,26,0
-2.7,16,38.3,975.0,0,0
38.5,86,10.0,964.4,12,0
25.0,17,17.5,957.1,33,0
8.4,79,32.9,1009.2,100,0
-5.0,25,6.5,1016.5,76,0
13.3,88,45.6,957.8,37,1
24.1,56,8.2,1004.0,84,0
33.8,48,43.4,1029.3,59,0
30.0,29,33.0,959.6,13,0
9.6,11,13.0,1002.7,93,0
11.6,30,22.5,1033.1,23,0
39.3,18,47.3,961.7,82,0
11.8,43,7.6,1012.2,89,0
20.0,14,37.0,971.0,68,0
-2.9,12,23.3,992.2,61,0
14.1,83,34.2,950.5,73,1
33.7,69,46.2,1028.7,93,0
-0.4,11,7.9,1002.4,94,0
14.2,58,42.2,1005.5,35,0
26.9,28,8.7,966.7,97,0
-0.3,22,31.5,961.1,37,0
39.0,43,17.4,985.9,17,0
43.6,47,18.9,1019.8,59,0
2.8,70,18.9,995.4,39,0
24.5,55,20.3,989.4,49,0
-9.9,63,20.4,993.2,47,0
-6.5,16,5.1,1017.9,47,0
2.1,79,1.4,1024.0,75,0
4.1,72,11.2,1021.2,25,0
8.4,33,38.2,971.7,74,0
10.2,75,14.8,971.7,7,0
28.7,28,7.5,1040.9,11,0
27.4,57,3.4,1026.0,25,0
-7.7,26,19.7,973.9,42,0
-2.3,95,9.1,1018.5,47,0
35.2,31,42.0,994.5,10,0
25.4,11,10.9,971.8,68,0
18.0,75,24.1,989.2,76,0
8.3,32,40.3,1036.8,87,0
14.6,24,32.7,1010.0,78,0
-3.3,63,39.1,1010.5,14,0
-1.8,38,47.6,1000.6,42,0
5.7,70,1.1,988.4,10,0
41.4,68,36.8,982.3,30,0
40.2,66,28.4,961.5,10,0
34.7,74,41.1,1046.2,1,0
6.6,17,30.6,1047.2,97,0
17.1,15,2.7,1015.3,8,0
11.0,94,0.8,977.0,98,1
25.5,96,43.0,1043.8,50,0
-4.4,68,31.5,977.9,4,0
27.8,10,48.2,975.4,18,0
7.9,65,7.0,1046.1,86,0
24.6,27,21.3,959.5,86,0
33.5,42,25.4,1004.0,23,0
44.7,79,25.3,1016.1,0,0
20.0,44,29.2,981.0,37,0
11.4,63,2.7,1028.7,78,0
7.7,67,42.4,950.2,81,0
31.1,18,31.1,960.6,44,0
-9.4,68,33.3,955.0,6,0
39.9,15,42.1,990.5,53,0
22.2,64,10.2,1002.8,22,0
0.7,51,10.7,995.0,62,0
-7.7,44,33.8,966.9,36,0
-7.1,92,46.2,974.4,10,1
27.9,45,39.1,1010.5,67,0
6.2,41,12.5,994.7,6,0
-0.5,19,34.1,959.3,83,0
3.5,32,4.3,984.4,89,0
1.1,86,33.1,993.4,20,1
34.2,86,7.1,959.2,62,1
21.6,32,34.7,1019.5,69,0
26.0,20,43.6,1027.0,14,0
-1.3,33,10.9,962.3,58,0
38.9,78,36.1,973.0,5,0
2.1,36,28.8,967.9,38,0
16.0,33,5.7,987.6,97,0
31.9,71,23.5,1015.4,45,0
-0.5,98,27.3,1009.5,95,1
-3.1,54,3.7,1001.7,26,0
-2.4,39,38.0,992.4,16,0
28.2,90,36.3,1007.0,61,1
-3.0,53,41.9,1020.4,15,0
12.7,88,45.3,980.3,98,1
-4.5,100,14.1,1031.6,24,0
-8.3,16,39.1,1024.7,37,0
7.5,64,14.8,1018.2,19,0
17.4,85,36.1,998.1,15,1
12.4,54,29.8,1003.3,67,0
15.2,29,43.0,1044.7,99,0
22.0,66,41.0,971.0,78,0
24.5,68,8.9,950.0,4,0
38.3,28,23.3,981.9,82,0
11.8,20,21.0,980.0,0,0
13.1,73,48.2,977.9,100,1
25.4,11,19.4,984.0,29,0
12.5,96,28.4,993.1,21,0
-3.6,29,43.9,954.8,11,0
22.6,18,1.8,987.7,53,0
1.2,83,17.4,955.0,35,0
32.0,100,20.5,1044.3,30,0
31.8,47,44.7,1026.8,90,0
-4.9,22,3.4,992.6,83,0
34.3,51,6.8,1048.0,97,0
5.5,19,43.8,1002.4,13,0
43.3,65,31.0,970.1,18,0
-7.5,80,6.6,994.0,44,1
34.0,94,13.3,1039.2,60,0
8.2,67,26.0,1027.0,95,0
-5.8,63,45.8,989.2,34,0
15.9,45,9.1,1029.4,13,0
37.4,22,11.7,1036.2,27,0
9.9,97,49.4,1011.5,18,0
40.1,36,18.9,986.1,100,0
14.7,76,42.6,952.3,97,1
10.5,30,42.2,957.2,62,0
-4.9,86,30.4,973.5,26,1
0.5,49,27.6,1013.0,46,0
29.9,93,45.5,986.4,8,0
15.1,28,35.7,1014.5,54,0
42.7,45,1.4,1013.7,26,0
41.3,68,17.1,995.5,76,0
-1.2,77,3.4,990.8,5,0
23.1,56,38.6,953.0,9,0
0.2,58,6.1,1046.1,45,0
-9.2,43,23.9,951.3,92,0
16.1,10,17.8,1032.6,65,0
-1.1,79,25.9,999.0,24,1
17.0,52,45.2,1004.6,22,0
31.7,17,29.5,987.1,78,0
5.1,12,6.8,965.7,24,0
-9.1,77,31.3,1007.4,42,0
6.6,87,2.7,1009.2,18,0
25.9,34,35.3,1011.3,41,0
30.4,64,29.6,995.1,8,0
30.3,57,2.8,970.5,87,0
-4.7,54,18.5,963.0,91,0
-2.2,47,11.5,993.8,87,0
2.7,39,30.8,989.3,36,0
18.6,68,29.7,1036.6,54,0
-3.1,29,29.3,1009.0,79,0
-5.0,64,29.4,1019.1,78,0
5.3,75,2.0,980.1,81,1
-6.6,89,42.0,1013.3,19,0
16.4,48,9.3,969.6,51,0
37.7,52,19.5,976.3,93,0
27.2,81,38.4,983.9,79,1
8.9,79,36.7,1000.1,14,0
31.9,58,9.5,1014.1,14,0
34.7,83,27.6,952.9,88,1
21.6,72,49.4,1040.2,93,0
21.8,64,3.2,991.2,36,0
38.6,35,43.8,951.5,66,0
12.9,78,28.8,982.7,2,1
14.0,34,34.3,981.7,23,0
-3.1,69,21.9,955.9,52,0
9.3,98,19.4,983.2,76,1
40.8,41,1.7,962.0,56,0
24.0,98,35.6,956.7,71,1
-3.3,81,36.0,967.9,72,1
11.3,54,36.3,1043.5,11,0
19.3,91,12.6,986.8,42,1
0.8,83,36.8,997.0,38,1
5.1,16,42.2,994.1,37,0
-3.6,32,5.2,979.3,53,0
21.3,64,3.4,966.6,82,0
32.6,34,11.9,1034.9,89,0
21.4,87,16.3,965.6,9,0
35.8,29,31.9,1027.4,5,0
-9.0,30,2.7,1048.9,33,0
35.4,71,46.5,1003.7,12,0
35.6,60,21.9,1026.6,29,0
1.9,15,12.1,1022.9,70,0
18.3,71,2.4,1045.0,34,0
16.5,68,47.2,958.1,54,0
1.2,11,1.2,1001.5,51,0
3.7,62,20.3,1016.1,17,0
11.2,67,34.2,959.0,74,0
4.0,80,0.6,1029.6,19,0
12.6,95,41.3,996.4,65,1
-4.7,82,44.7,968.2,89,1
-5.9,42,29.5,974.7,18,0
13.7,15,39.2,975.6,33,0
30.6,98,15.6,1046.4,0,0
21.1,93,47.4,999.1,55,0
6.3,75,9.6,994.2,7,0
5.1,50,30.6,985.3,28,0
43.8,33,2.8,950.9,45,0
9.6,45,39.7,998.0,54,0
10.4,32,13.4,1048.0,56,0
39.2,46,4.0,1029.5,18,0
31.5,62,12.3,979.3,35,0
13.9,79,17.4,985.6,96,1
17.7,29,39.3,1022.1,33,0
7.1,51,32.1,1008.5,98,0
15.7,56,40.5,990.9,72,0
9.3,84,36.8,1020.7,44,0
20.4,16,5.3,1044.4,99,0
33.9,95,34.2,1049.4,56,0
30.4,95,23.5,953.7,90,1
33.9,90,6.4,990.0,49,0
32.3,59,32.7,1010.7,69,0
6.7,57,5.2,1033.3,75,0
24.4,32,41.8,961.6,54,0
8.8,43,17.9,1031.8,71,0
-4.9,75,12.8,1001.7,14,0
-5.1,44,17.8,954.1,96,0
4.3,18,35.7,952.0,55,0
-2.1,43,14.4,1002.0,20,0
29.9,38,20.7,983.0,9,0
29.7,61,9.5,1026.5,27,0
11.7,58,26.7,959.8,87,0
45.0,86,7.0,955.2,36,0
32.0,15,20.9,989.8,51,0
4.6,64,3.5,1020.8,66,0
4.6,16,9.2,985.9,24,0
10.6,59,27.5,966.8,7,0
36.5,40,38.9,1019.8,90,0
11.5,48,40.1,1030.9,12,0
39.4,91,33.4,1049.9,82,1
22.2,12,32.2,996.3,41,0
5.4,43,32.8,1006.1,91,0
0.4,20,1.0,1027.3,16,0
33.0,50,41.9,999.2,2,0
44.7,100,28.4,1038.0,28,0
6.4,30,10.6,1026.6,41,0
-2.2,67,24.6,1027.7,40,0
4.2,94,24.8,1019.7,6,0
25.2,91,37.1,1002.7,65,1
-8.4,93,10.4,969.9,39,1
-7.6,16,25.4,964.7,36,0
27.7,15,1.7,1039.5,36,0
21.4,80,27.1,975.1,4,0
34.9,25,17.8,1023.8,30,0
-9.0,67,42.5,1042.1,17,0
42.7,82,48.0,1024.6,13,0
43.4,75,25.4,965.5,50,0
4.2,86,24.6,1036.6,82,1
31.2,30,30.8,1019.5,5,0
-1.1,48,37.3,1023.3,52,0
22.4,33,18.9,1037.6,51,0
27.0,100,4.2,1022.8,51,0
36.9,80,22.6,1035.1,89,0
3.7,28,35.0,1013.7,60,0
27.1,56,13.1,1038.9,17,0
29.5,77,1.7,962.1,22,0
42.3,97,19.3,1034.8,47,0
-2.3,70,20.0,1004.5,16,0
29.8,81,31.2,1049.3,17,0
21.7,35,32.1,1032.7,46,0
15.2,43,45.8,1046.5,40,0
-1.5,49,9.4,977.5,44,0
25.4,10,10.8,979.3,95,0
-7.5,66,28.2,966.8,40,0
-8.5,85,1.9,1011.5,34,0
37.2,54,2.5,999.2,23,0
25.4,25,1.8,1037.9,1,0
15.2,17,12.9,1002.1,17,0
36.8,21,3.7,981.8,26,0
-5.7,40,39.2,978.2,81,0
36.3,66,12.7,969.8,92,0
44.7,49,21.8,977.2,44,0
36.6,21,6.0,1002.1,58,0
30.2,89,43.1,950.9,25,0
21.0,75,3.8,954.2,17,0
-2.5,72,20.9,1033.2,26,0
24.8,76,12.7,964.4,53,0
29.6,42,46.1,1008.3,67,0
37.8,58,6.8,954.1,46,0
34.5,48,15.0,1024.7,43,0
44.4,47,8.6,959.0,22,0
31.3,94,27.1,1005.6,29,0
-6.8,18,45.8,975.4,18,0
18.1,10,6.0,978.7,2,0
-7.5,40,34.7,968.4,82,0
2.1,78,22.0,1006.5,55,0
-6.7,20,48.6,1029.1,62,0
34.2,96,24.4,980.6,30,0
34.7,50,39.2,1046.0,86,0
2.0,23,32.4,994.3,61,0
30.6,67,3.9,1043.3,65,0
-1.2,40,15.5,986.4,16,0
-0.6,23,21.2,994.0,7,0
40.0,40,7.7,1015.8,46,0
24.9,30,34.2,979.2,9,0
39.3,43,0.0,1041.7,27,0
43.5,25,4.8,1027.9,86,0
28.0,45,40.9,1011.6,11,0
4.0,68,23.7,980.4,34,0
12.4,85,10.0,976.6,95,1
4.1,27,2.9,1029.2,9,0
0.8,15,33.3,1002.3,92,0
39.3,56,6.7,1040.4,75,0
9.5,81,20.9,1038.6,60,0
26.2,50,16.2,976.7,48,0
11.6,21,17.6,953.3,75,0
10.2,13,18.4,1021.9,1,0
